iter	Passed	Remaining
650	3139	1682
651	3144	1678
652	3147	1672
653	3153	1668
654	3157	1663
655	3162	1658
656	3167	1653
657	3171	1648
658	3175	1643
659	3181	1638
660	3185	1633
661	3188	1628
662	3194	1623
663	3198	1618
664	3204	1614
665	3210	1610
666	3215	1605
667	3220	1600
668	3224	1595
669	3229	1590
670	3233	1585
671	3237	1580
672	3244	1576
673	3250	1572
674	3254	1566
675	3260	1562
676	3263	1556
677	3268	1552
678	3272	1547
679	3276	1541
680	3281	1537
681	3286	1532
682	3290	1527
683	3296	1523
684	3302	1518
685	3308	1514
686	3313	1509
687	3317	1504
688	3322	1499
689	3326	1494
690	3329	1488
691	3335	1484
692	3339	1479
693	3343	1474
694	3349	1470
695	3354	1465
696	3359	1460
697	3364	1455
698	3367	1450
699	3373	1445
700	3377	1440
701	3381	1435
702	3387	1431
703	3391	1425
704	3396	1421
705	3401	1416
706	3404	1411
707	3409	1406
708	3414	1401
709	3417	1395
710	3422	1391
711	3426	1386
712	3430	1380
713	3435	1376
714	3440	1371
715	3444	1366
716	3449	1361
717	3453	1356
718	3457	1351
719	3462	1346
720	3466	1341
721	3470	1336
722	3476	1331
723	3481	1327
724	3485	1322
725	3491	1317
726	3494	1312
727	3499	1307
728	3503	1302
729	3507	1297
730	3511	1292
731	3516	1287
732	3520	1282
733	3525	1277
734	3530	1272
735	3533	1267
736	3538	1262
737	3543	1257
738	3547	1252
739	3552	1248
740	3556	1243
741	3560	1238
742	3565	1233
743	3569	1228
744	3573	1222
745	3578	1218
746	3582	1213
747	3585	1207
748	3591	1203
749	3595	1198
750	3598	1193
751	3603	1188
752	3607	1183
753	3611	1178
754	3614	1173
755	3620	1168
756	3624	1163
757	3629	1158
758	3634	1154
759	3638	1149
760	3644	1144
761	3648	1139
762	3651	1134
763	3657	1129
764	3661	1124
765	3667	1120
766	3671	1115
767	3676	1110
768	3683	1106
769	3687	1101
770	3692	1096
771	3698	1092
772	3702	1087
773	3710	1083
774	3715	1078
775	3721	1074
776	3726	1069
777	3732	1065
778	3739	1060
779	3745	1056
780	3751	1052
781	3756	1047
782	3763	1043
783	3768	1038
784	3774	1033
785	3778	1028
786	3786	1024
787	3791	1019
788	3797	1015
789	3802	1010
790	3807	1006
791	3813	1001
792	3817	996
793	3822	991
794	3828	987
795	3833	982
796	3839	978
797	3843	972
798	3848	968
799	3854	963
800	3859	958
801	3863	953
802	3868	949
803	3874	944
804	3879	939
805	3882	934
806	3888	929
807	3892	925
808	3897	920
809	3903	915
810	3907	910
811	3912	905
812	3916	900
813	3920	895
814	3924	890
815	3930	886
816	3933	881
817	3939	876
818	3945	871
819	3952	867
820	3956	862
821	3961	857
822	3967	853
823	3972	848
824	3977	843
825	3981	838
826	3985	833
827	3991	829
828	3995	824
829	4000	819
830	4006	814
831	4010	809
832	4016	805
833	4021	800
834	4026	795
835	4031	790
836	4035	785
837	4039	780
838	4044	776
839	4048	771
840	4053	766
841	4058	761
842	4063	756
843	4068	752
844	4074	747
845	4080	742
846	4084	737
847	4089	733
848	4094	728
849	4099	723
850	4103	718
851	4108	713
852	4112	708
853	4118	704
854	4123	699
855	4127	694
856	4132	689
857	4136	684
858	4140	679
859	4146	675
860	4150	670
861	4153	664
862	4160	660
863	4164	655
864	4170	650
865	4175	646
866	4179	641
867	4185	636
868	4189	631
869	4192	626
870	4198	621
871	4202	616
872	4208	612
873	4212	607
874	4215	602
875	4221	597
876	4225	592
877	4229	587
878	4234	582
879	4238	577
880	4241	572
881	4246	568
882	4251	563
883	4255	558
884	4261	553
885	4265	548
886	4268	543
887	4274	539
888	4279	534
889	4285	529
890	4290	524
891	4293	519
892	4299	515
893	4303	510
894	4309	505
895	4314	500
896	4318	495
897	4324	491
898	4328	486
899	4333	481
900	4338	476
901	4343	471
902	4346	466
903	4352	462
904	4356	457
905	4362	452
906	4367	447
907	4371	442
908	4376	438
909	4380	433
910	4383	428
911	4388	423
912	4393	418
913	4397	413
914	4403	409
915	4407	404
916	4412	399
917	4417	394
918	4421	389
919	4424	384
920	4430	380
921	4435	375
922	4441	370
923	4446	365
924	4450	360
925	4455	356
926	4459	351
927	4463	346
928	4469	341
929	4473	336
930	4476	331
931	4482	327
932	4486	322
933	4491	317
934	4497	312
935	4501	307
936	4506	303
937	4510	298
938	4515	293
939	4520	288
940	4524	283
941	4530	278
942	4536	274
943	4540	269
944	4546	264
945	4550	259
946	4555	254
947	4561	250
948	4564	245
949	4569	240
950	4574	235
951	4578	230
952	4584	226
953	4588	221
954	4592	216
955	4598	211
956	4602	206
957	4608	202
958	4611	197
959	4615	192
960	4620	187
961	4625	182
962	4631	177
963	4637	173
964	4641	168
965	4647	163
966	4652	158
967	4657	153
968	4662	149
969	4665	144
970	4670	139
971	4676	134
972	4681	129
973	4686	125
974	4693	120
975	4701	115
976	4708	110
977	4714	106
978	4719	101
979	4726	96
980	4733	91
981	4739	86
982	4746	82
983	4753	77
984	4759	72
985	4766	67
986	4771	62
987	4778	58
988	4784	53
989	4790	48
990	4796	43
991	4803	38
992	4810	33
993	4818	29
994	4825	24
995	4830	19
996	4836	14
997	4842	9
998	4847	4
999	4853	0
