iter	Logloss
650	0.4065644168
651	0.4065140308
652	0.4064557919
653	0.4063834418
654	0.4063641673
655	0.4062581358
656	0.4061579768
657	0.4060820429
658	0.4060194117
659	0.4059714755
660	0.4059265523
661	0.4058802876
662	0.4058612902
663	0.4058126629
664	0.4057457315
665	0.4056504246
666	0.4055938486
667	0.40550261
668	0.4054153465
669	0.4053734725
670	0.4053291894
671	0.4052902248
672	0.4052342046
673	0.4052168715
674	0.4051422273
675	0.4050900416
676	0.4050724773
677	0.4049923352
678	0.4049037587
679	0.4048616007
680	0.4048104327
681	0.4047750742
682	0.4047073611
683	0.4046434804
684	0.4045748766
685	0.4045299518
686	0.4044204376
687	0.4043536458
688	0.4042878616
689	0.4042211361
690	0.4041907676
691	0.404085109
692	0.4040272452
693	0.4039794519
694	0.4039284037
695	0.4038843543
696	0.4038090639
697	0.4037263874
698	0.4036842787
699	0.4036048835
700	0.4035530243
701	0.4034959912
702	0.4034127488
703	0.4033706869
704	0.4033540934
705	0.403313831
706	0.40328827
707	0.4032720464
708	0.4032490708
709	0.4031827036
710	0.4031495185
711	0.4031122199
712	0.4029915179
713	0.4029031586
714	0.4027958448
715	0.4027028054
716	0.4026346358
717	0.4025534807
718	0.4025048539
719	0.4024069129
720	0.4023641572
721	0.4022990353
722	0.4022535899
723	0.4022228987
724	0.4021479546
725	0.4020840786
726	0.402032862
727	0.401955997
728	0.4019044126
729	0.4018553772
730	0.4018081411
731	0.4016950317
732	0.4015871897
733	0.4015639856
734	0.401514436
735	0.4014630828
736	0.4013742878
737	0.4012735557
738	0.40119107
739	0.4010511439
740	0.4009798329
741	0.4009092981
742	0.4008684383
743	0.4008321045
744	0.4007594992
745	0.400689839
746	0.4006513303
747	0.400608476
748	0.400543678
749	0.4004830334
750	0.4004485542
751	0.4003993774
752	0.4003444671
753	0.4003125688
754	0.4002409065
755	0.4001740787
756	0.4000719712
757	0.4000073501
758	0.3999926508
759	0.3999095012
760	0.3998712349
761	0.3997935416
762	0.3997139563
763	0.3996794717
764	0.3996290028
765	0.3995822265
766	0.3994909757
767	0.3994503033
768	0.3993977902
769	0.399348472
770	0.3992718918
771	0.3992571009
772	0.3992005094
773	0.3991329883
774	0.3991056728
775	0.3990633818
776	0.3990250183
777	0.3990111522
778	0.3989581337
779	0.3988819612
780	0.3988174442
781	0.3987928059
782	0.3987449682
783	0.3986803462
784	0.3986407855
785	0.3985900315
786	0.3985289463
787	0.3984836542
788	0.3984268857
789	0.398331488
790	0.3982587372
791	0.3982116839
792	0.3981499736
793	0.3980812032
794	0.3980044742
795	0.397938839
796	0.3978940443
797	0.3978454164
798	0.3977483757
799	0.3976951336
800	0.3976167026
801	0.397538684
802	0.397485526
803	0.397439956
804	0.3973475053
805	0.3973267005
806	0.3972471253
807	0.3971845929
808	0.3970987723
809	0.3970664275
810	0.3970024698
811	0.3969745054
812	0.3969139106
813	0.3968588624
814	0.3967816821
815	0.3967101569
816	0.3966721668
817	0.3966136037
818	0.3965593837
819	0.3965157524
820	0.3964558557
821	0.3964097737
822	0.3963939173
823	0.3963434455
824	0.396281553
825	0.3962328844
826	0.3961696201
827	0.3961092051
828	0.3960516113
829	0.3960381146
830	0.3959921781
831	0.3959296888
832	0.3959176712
833	0.3958688196
834	0.3958453849
835	0.3958086619
836	0.3957528321
837	0.3957269099
838	0.3956674701
839	0.3955699986
840	0.3954711342
841	0.3953934377
842	0.3953037236
843	0.3952218686
844	0.3951637783
845	0.3951214858
846	0.3950604542
847	0.3949939056
848	0.3949581824
849	0.3948875706
850	0.3948165278
851	0.3947765538
852	0.3947168764
853	0.394678979
854	0.3946260154
855	0.3946090978
856	0.3945180371
857	0.3944607947
858	0.3943898514
859	0.3943635979
860	0.3942819955
861	0.3942291163
862	0.3941759185
863	0.3941393611
864	0.3940632615
865	0.3940415329
866	0.3939699017
867	0.3938939646
868	0.3938467272
869	0.3937598687
870	0.3936900685
871	0.393635016
872	0.3935659195
873	0.3935114669
874	0.3934780062
875	0.3934582241
876	0.3934243904
877	0.39337641
878	0.3933291737
879	0.3932456612
880	0.393194216
881	0.3931668088
882	0.3930963755
883	0.3930498251
884	0.3929702921
885	0.3928977731
886	0.3928445238
887	0.3928054241
888	0.3927488455
889	0.39267264
890	0.3926302082
891	0.3925943895
892	0.3925254719
893	0.3924710684
894	0.3924357544
895	0.392375376
896	0.3922908844
897	0.3922009989
898	0.3921668869
899	0.3921359224
900	0.3921148434
901	0.3920948255
902	0.3920148214
903	0.3919798298
904	0.3919446592
905	0.3919068045
906	0.3918500171
907	0.391805266
908	0.3917162201
909	0.3916773975
910	0.3916351486
911	0.3915392505
912	0.3914923721
913	0.3914498945
914	0.3913818226
915	0.3913299614
916	0.3912778249
917	0.3912488424
918	0.3912052523
919	0.3911562627
920	0.3911154953
921	0.3910590375
922	0.3909943306
923	0.3909524528
924	0.3909081253
925	0.3908259006
926	0.3907723853
927	0.3907065674
928	0.3906647861
929	0.3905957753
930	0.3905102169
931	0.3904425464
932	0.3903862617
933	0.390339764
934	0.3902745915
935	0.3902379805
936	0.3901707798
937	0.3901546474
938	0.3900793616
939	0.3900360042
940	0.3899592146
941	0.3898906196
942	0.3898547502
943	0.3898022483
944	0.3897520565
945	0.3897050974
946	0.3896680302
947	0.3896192235
948	0.3895626985
949	0.3895359371
950	0.3895234526
951	0.3894757571
952	0.3894115088
953	0.3893528145
954	0.3893103831
955	0.3892362993
956	0.3891965445
957	0.3891273529
958	0.3890632956
959	0.3890155544
960	0.3889705407
961	0.388922748
962	0.3888407825
963	0.3888094446
964	0.3887327194
965	0.3886910242
966	0.3886450805
967	0.3886098619
968	0.3885751073
969	0.3884863153
970	0.3884270017
971	0.3883780041
972	0.3882906581
973	0.3882497977
974	0.3882182773
975	0.3881758011
976	0.3881040622
977	0.3880419709
978	0.3879994972
979	0.3879371393
980	0.3878873618
981	0.3878688223
982	0.38780199
983	0.3877597476
984	0.3877195328
985	0.3876656398
986	0.3876092961
987	0.3875682067
988	0.3875362251
989	0.3874950804
990	0.3874777898
991	0.3874325384
992	0.3874037935
993	0.3873619162
994	0.3873480725
995	0.3872981363
996	0.3872822395
997	0.3872201359
998	0.3871756027
999	0.387148104
