iter	Logloss
240	0.4266740526
241	0.4265921104
242	0.4264507901
243	0.4263184564
244	0.4262216426
245	0.4261142552
246	0.4259588219
247	0.42587411
248	0.4257974496
249	0.4256966661
250	0.4255721138
251	0.4254298703
252	0.4253470165
253	0.425281261
254	0.4251379104
255	0.4250788293
256	0.4249645609
257	0.4249314226
258	0.4248754093
259	0.4247697674
260	0.4247116906
261	0.4245966305
262	0.4244967812
263	0.4244229517
264	0.4243155706
265	0.4241891056
266	0.4241141662
267	0.4240434843
268	0.4239805215
269	0.4238595667
270	0.4237557641
271	0.4237037935
272	0.4236090746
273	0.423530604
274	0.4234383648
275	0.4233719376
276	0.4232969773
277	0.4231563324
278	0.4230676357
279	0.4229584219
280	0.4228699285
281	0.4227569793
282	0.422697837
283	0.4226310473
284	0.4225578952
285	0.4224592131
286	0.4223190553
287	0.4222184685
288	0.422149694
289	0.4221007749
290	0.4220153841
291	0.4219403141
292	0.421892502
293	0.4217907953
294	0.4216848846
295	0.4215126906
296	0.421418213
297	0.4213247923
298	0.4212276763
299	0.4211685712
300	0.421108062
301	0.4210209876
302	0.420940675
303	0.4209021347
304	0.4207548504
305	0.4206479721
306	0.4205671018
307	0.4204081473
308	0.420314115
309	0.4202772975
310	0.4202172663
311	0.4201426687
312	0.4200693669
313	0.419989396
314	0.4198546889
315	0.4198443375
316	0.4197952397
317	0.4197319899
318	0.4196682511
319	0.4195863993
320	0.4195352857
321	0.4194611994
322	0.4194103225
323	0.4193645539
324	0.4193015288
325	0.4192588075
326	0.4191868941
327	0.4190694919
328	0.41899275
329	0.4189271245
330	0.4187588364
331	0.4186798864
332	0.4186251314
333	0.4185959981
334	0.4184852884
335	0.4183272329
336	0.4182811085
337	0.418230352
338	0.418109866
339	0.4179676653
340	0.4179197888
341	0.4178777204
342	0.4178060103
343	0.4177153185
344	0.4176807904
345	0.4175682042
346	0.4174923446
347	0.417369148
348	0.417309627
349	0.4172675682
350	0.4171666345
351	0.4170754829
352	0.4169741525
353	0.4168858376
354	0.41687104
355	0.4168059098
356	0.4167231179
357	0.4166701553
358	0.416590972
359	0.4165489164
360	0.4164548233
361	0.4164076506
362	0.4162864085
363	0.4162321147
364	0.41620703
365	0.4160880803
366	0.4160331158
367	0.4158984932
368	0.4158027067
369	0.4157292124
370	0.4156602201
371	0.4156037459
372	0.415563757
373	0.4155098289
374	0.4154589434
375	0.4153798379
376	0.4153249654
377	0.415276218
378	0.415147075
379	0.4150635087
380	0.4149716528
381	0.4149132909
382	0.4148624714
383	0.4147107025
384	0.4146729973
385	0.4146351163
386	0.4145541929
387	0.414466909
388	0.4143488174
389	0.4142888709
390	0.4142304694
391	0.414134151
392	0.4140294093
393	0.4139640777
394	0.4138001448
395	0.4137072479
396	0.4136557641
397	0.4135789281
398	0.4134486586
399	0.4133033224
400	0.4132359637
401	0.4130986704
402	0.4130538055
403	0.4129080081
404	0.4127384764
405	0.4126601175
406	0.4126128612
407	0.4124925683
408	0.412417343
409	0.4123699831
410	0.4123027331
411	0.4122055819
412	0.4121093357
413	0.4120259982
414	0.4119425086
415	0.4118541108
416	0.4117363378
417	0.4116432371
418	0.4115336236
419	0.4114194098
420	0.4113440566
421	0.411260925
422	0.4111995323
423	0.4111337265
424	0.4110805872
425	0.4110091167
426	0.410943975
427	0.4108324231
428	0.4107385354
429	0.4106135352
430	0.4105633858
431	0.4104780865
432	0.4104069021
433	0.4103080927
434	0.4102826821
435	0.4102001785
436	0.4101614416
437	0.4100656693
438	0.4099765003
439	0.4098795899
440	0.409803683
441	0.4097474549
442	0.4096775604
443	0.4096055604
444	0.4095434907
445	0.4094409047
446	0.4093496175
447	0.4092832389
448	0.4090987649
449	0.4090520255
450	0.4089560342
451	0.4088120233
452	0.4087136577
453	0.40862803
454	0.4085195512
455	0.4084333223
456	0.4083710103
457	0.4082574711
458	0.4082173443
459	0.4081190625
460	0.4079605263
461	0.4079071869
462	0.4078409977
463	0.4077227824
464	0.4076780822
465	0.4075434703
466	0.407437031
467	0.4073344112
468	0.4072474146
469	0.4071430735
470	0.4070416592
471	0.406922006
472	0.4068195486
473	0.4067759031
474	0.4066835715
475	0.4065953932
476	0.4065095488
477	0.4063767179
478	0.4062839496
479	0.406178244
480	0.4061243679
481	0.4060517413
482	0.4059872109
483	0.4059302698
484	0.4058291263
485	0.4057876305
486	0.405623799
487	0.4055429267
488	0.4054015908
489	0.4052666286
490	0.4052314992
491	0.4050826513
492	0.4050247883
493	0.4049619289
494	0.404800302
495	0.4046744498
496	0.4045656421
497	0.4044829904
498	0.4043918497
499	0.4043147558
500	0.4042388028
501	0.4042032156
502	0.4041044821
503	0.4040072221
504	0.4038588944
505	0.4037502384
506	0.4037173257
507	0.4036362629
508	0.4034942085
509	0.4033761597
510	0.4032910625
511	0.4031881468
512	0.40311904
513	0.4030522066
514	0.4030133048
515	0.4029316466
516	0.4028863437
517	0.4028522663
518	0.4027858702
519	0.4027357324
520	0.4026021617
521	0.4025438591
522	0.4025086033
523	0.4024025594
524	0.4023351731
525	0.4023045896
526	0.4022420104
527	0.4021660261
528	0.4020303254
529	0.4018954598
530	0.4018249902
531	0.4017912184
532	0.401728463
533	0.401635147
534	0.4015042574
535	0.4013994213
536	0.4013259191
537	0.4012556868
538	0.4011481183
539	0.4010458796
540	0.4009490091
541	0.4008895009
542	0.4008559373
543	0.4008286602
544	0.4007145276
545	0.4006588009
546	0.4006040233
547	0.4004717495
548	0.4003947633
549	0.4003207116
550	0.4002479493
551	0.4001563335
552	0.4000598636
553	0.4000000104
554	0.3999685731
555	0.3999029823
556	0.3998295862
557	0.3997419119
558	0.3996444896
559	0.3995478632
560	0.3994362374
561	0.3993059607
562	0.3992253682
563	0.3991695063
564	0.3990467568
565	0.3990182946
566	0.3989004896
567	0.39884206
568	0.3986909927
569	0.3986297511
570	0.3985640214
571	0.3984669139
572	0.3983632161
573	0.3983382683
574	0.3982805731
575	0.3982030258
576	0.3980861832
577	0.3980225447
578	0.3979600575
579	0.3978817734
580	0.3977637432
581	0.3976647138
582	0.3975650634
583	0.3974715614
584	0.397327016
585	0.3972365814
586	0.3971212263
587	0.3969983094
588	0.3968865405
589	0.3967353322
590	0.3966302039
591	0.3965091624
592	0.3964529501
593	0.3963388814
594	0.3962979719
595	0.396207042
596	0.3961025962
597	0.3960167997
598	0.395940166
599	0.3958496318
600	0.3957836768
601	0.3956945568
602	0.3956099205
603	0.3955851861
604	0.3954980155
605	0.3954662087
606	0.3954225786
607	0.3953602818
608	0.3952860562
609	0.3951663007
610	0.3950844823
611	0.3949715174
612	0.3949227646
613	0.3948105637
614	0.3947034548
615	0.3945993309
616	0.3945312963
617	0.394485573
618	0.3944250703
619	0.3943504212
620	0.3942644431
621	0.3941855859
622	0.3941636749
623	0.3940654415
624	0.3939695725
625	0.3938964588
626	0.3938471122
627	0.393764325
628	0.3936207414
629	0.3935612969
630	0.3934523204
631	0.3933567469
632	0.3932823139
633	0.3932177944
634	0.3931060574
635	0.393024572
636	0.3929383697
637	0.3928447278
638	0.3927716524
639	0.3926620508
640	0.39259893
641	0.3925779901
642	0.3925003416
643	0.3924600412
644	0.3923777461
645	0.3922817946
646	0.3921991544
647	0.392179093
648	0.3920848325
649	0.3920136755
650	0.3919172496
651	0.3918692275
652	0.3918086595
653	0.3917400533
654	0.3916642128
655	0.3915752189
656	0.3915332418
657	0.3914779225
658	0.3913683151
659	0.3912869063
660	0.3912189642
661	0.3911258221
662	0.3910553872
663	0.3909771211
664	0.3909584461
665	0.3909400454
666	0.3908831172
667	0.3908303322
668	0.390723672
669	0.3906453632
670	0.3905695751
671	0.3904980849
672	0.3903806768
673	0.3903127863
674	0.3902558865
675	0.3901695521
676	0.3901032015
677	0.3900035554
678	0.3899346868
679	0.3898525005
680	0.3897582936
681	0.3896397856
682	0.389588711
683	0.3895474548
684	0.3894795866
685	0.3893849845
686	0.3892512706
687	0.3891664169
688	0.3890909408
689	0.3890142645
690	0.3889642677
691	0.3888313136
692	0.3887798764
693	0.3887120463
694	0.3886857412
695	0.3886088332
696	0.388533132
697	0.3884596282
698	0.3883510473
699	0.3882307602
700	0.3882056571
701	0.3881101311
702	0.3880170016
703	0.3879773028
704	0.3879140738
705	0.3878281112
706	0.3877677482
707	0.3877295688
708	0.3876810846
709	0.3876076987
710	0.3875505461
711	0.3874604692
712	0.3873520154
713	0.3872701691
714	0.3872082111
715	0.387120046
716	0.3870360444
717	0.3869537044
718	0.3868912581
719	0.3867985245
720	0.3867236971
721	0.3866396287
722	0.386535832
723	0.3864719974
724	0.3864482586
725	0.386379442
726	0.3863316324
727	0.3862304277
728	0.3861588337
729	0.3860258682
730	0.3859477158
731	0.3858793976
732	0.3857919986
733	0.3857281859
734	0.385620667
735	0.3855498326
736	0.3854679132
737	0.3854306638
738	0.3853455771
739	0.3852608083
740	0.3852356601
741	0.3851182623
742	0.3850325488
743	0.3849762099
744	0.3849605629
745	0.384880984
746	0.3847925759
747	0.3847564051
748	0.3846989874
749	0.384626636
750	0.3845685589
751	0.3845007459
752	0.3844462045
753	0.3843785738
754	0.3842857266
755	0.3842036192
756	0.3841399959
757	0.3840409358
758	0.3839862215
759	0.3839146808
760	0.3838541665
761	0.3837875503
762	0.3836977259
763	0.3836313342
764	0.3835558985
765	0.3835338933
766	0.3835187778
767	0.383438215
768	0.3833517289
769	0.3832879553
770	0.3832095928
771	0.3831567409
772	0.3831048348
773	0.3830310407
774	0.3829516232
775	0.3829180194
776	0.3828413726
777	0.3827219746
778	0.3826495863
779	0.3826144384
780	0.3825350565
781	0.3824739752
782	0.3824103817
783	0.3823398214
784	0.3822575884
785	0.3821629075
786	0.3821032391
787	0.3820444202
788	0.3819476449
789	0.3818752002
790	0.3818408998
791	0.3817661883
792	0.3816707368
793	0.3815228589
794	0.3814510071
795	0.381382292
796	0.3813502134
797	0.3812761503
798	0.3812146652
799	0.3811449496
800	0.3810718453
801	0.3809595297
802	0.3808766217
803	0.3807976321
804	0.3807457143
805	0.380681822
806	0.3806210182
807	0.3805632465
808	0.3805405244
809	0.3804782994
810	0.3804206618
811	0.3803728204
812	0.3802392056
813	0.3802129917
814	0.3801741053
815	0.3801540635
816	0.380096519
817	0.3800110762
818	0.3799716362
819	0.3798722465
820	0.3798112787
821	0.3797492519
822	0.3796855076
823	0.3796244905
824	0.3795690391
825	0.3795235082
826	0.379414822
827	0.3793507209
828	0.3792757611
829	0.3792476972
830	0.3791764464
831	0.3791021492
832	0.379068666
833	0.3789840123
834	0.3789281155
835	0.3788699509
836	0.3788053562
837	0.3787235969
838	0.3786516395
839	0.3786218672
840	0.3785966717
841	0.3785303142
842	0.3784560208
843	0.3783910565
844	0.3783648855
845	0.3783060931
846	0.3782320745
847	0.3781518727
848	0.3780594611
849	0.3779765572
850	0.3779125031
851	0.3778607511
852	0.3777959746
853	0.3777615576
854	0.37770649
855	0.3776173827
856	0.3775658462
857	0.377489152
858	0.3774182542
859	0.3773106833
860	0.3772150374
861	0.3771448775
862	0.3770645944
863	0.3769919554
864	0.3769176803
865	0.3768702202
866	0.3768126493
867	0.3767387606
868	0.3766550147
869	0.3765976978
870	0.3765391579
871	0.3765256366
872	0.3764780982
873	0.3764263682
874	0.3763532797
875	0.3763411685
876	0.3763088419
877	0.3762133086
878	0.3761754965
879	0.3761051107
880	0.3760302114
881	0.3759048245
882	0.3758225043
883	0.3758110864
884	0.3757156328
885	0.3756795894
886	0.3756252149
887	0.3755366638
888	0.3755065715
889	0.3753995234
890	0.3752960602
891	0.3752329699
892	0.3751833505
893	0.3751619442
894	0.3750718973
895	0.375019297
896	0.3749921526
897	0.3749337425
898	0.3748633959
899	0.374840605
900	0.3747723301
901	0.3747166621
902	0.3746862302
903	0.374617292
904	0.3745785367
905	0.3744770419
906	0.3743973454
907	0.3743684089
908	0.3743040823
909	0.3742518581
910	0.3741739836
911	0.3741243956
912	0.3740627039
913	0.3740158143
914	0.3739479911
915	0.3738811057
916	0.3738247372
917	0.3737913835
918	0.3737117744
919	0.373690531
920	0.3736430033
921	0.3736275623
922	0.3736093478
923	0.3735295342
924	0.3734707949
925	0.3733479117
926	0.3733160187
927	0.3732710212
928	0.3732258419
929	0.3731676109
930	0.3730989521
931	0.3730462343
932	0.3729808908
933	0.3729374618
934	0.3728506341
935	0.3727973539
936	0.3727700352
937	0.3727233226
938	0.3726907616
939	0.3726477765
940	0.3725955715
941	0.3725728788
942	0.372529316
943	0.3724656075
944	0.3724128503
945	0.3723412164
946	0.3722674419
947	0.3722116985
948	0.3721509361
949	0.3720807723
950	0.3720144804
951	0.371931676
952	0.3719044556
953	0.371835214
954	0.3717725947
955	0.3717169295
956	0.3716866993
957	0.3716351921
958	0.3715289227
959	0.3714608284
960	0.3714504276
961	0.371381847
962	0.3713343319
963	0.3712685122
964	0.371177054
965	0.3711325593
966	0.3710317217
967	0.370977571
968	0.3709118183
969	0.3708672256
970	0.3708038007
971	0.3707185912
972	0.3706336833
973	0.370586951
974	0.3704932387
975	0.3704379426
976	0.3703895499
977	0.3703560236
978	0.370288195
979	0.3702418738
980	0.3701550144
981	0.3700704215
982	0.3700065546
983	0.3699528748
984	0.3698933386
985	0.3698702903
986	0.3698006738
987	0.3697905496
988	0.3697456976
989	0.3697025905
990	0.3696298439
991	0.3695343198
992	0.3694433714
993	0.3693761874
994	0.3693151142
995	0.3692677393
996	0.3691896115
997	0.3691239825
998	0.3690537925
999	0.3690105252
